hip,ra,dec,mag,spect,con,proper,dist,bayer
55308,11.326824,-75.142452,6.26,B9.5/A0V,Mus,,160.5136,
55332,11.330781,-72.958291,6.46,A0V,Mus,,147.7105,
55350,11.334486,-71.994337,6.41,B4V,Mus,,257.0694,
55412,11.348259,67.100734,6.2,G8,UMa,,127.2265,
55425,11.350117,-54.491019,3.9,B5Vn,Cen,,109.6491,Pi
55434,11.352276,6.029322,4.05,B9.5Vs,Leo,,67.4764,Sig
55485,11.363699,57.074857,6.43,A7Vn,UMa,,80.8407,
55497,11.365851,-77.608369,6.43,A5III/IV,Cha,,74.239,
55528,11.373089,-44.645924,6.1,G8III,Cen,,107.6426,
55560,11.380442,43.482703,4.99,G8II,UMa,,163.3987,
55564,11.380902,64.330513,6.02,A3V,UMa,,86.8056,
55581,11.385596,-56.779355,5.82,A4:p,Cen,,233.1002,
55588,11.386857,-36.164769,5.0,K4III,Cen,,323.6246,
55595,11.38832,0.13205,6.05,K3,Leo,,193.4236,
55597,11.389283,-64.954714,5.09,B5,Mus,,123.7624,
55598,11.389415,-18.779973,5.08,F3IV,Crt,,42.8816,Lam
55642,11.398736,10.529509,4.0,F2IV SB,Leo,,23.6742,Iot
55645,11.399042,-57.880437,6.5,M0III,Cen,,189.0359,
55650,11.400646,1.407765,5.39,G8IIICN...,Leo,,108.4599,
55657,11.4031,-72.256608,5.55,B2IV-V,Mus,,304.878,
55667,11.406127,-42.669102,6.13,B2IV-V,Cen,,847.4576,
55687,11.410164,-10.859323,4.81,K5III,Crt,,115.3403,Eps
55705,11.414702,-17.68401,4.06,A9V,Crt,,25.2398,Gam
55716,11.416369,11.430292,5.8,K4III,Leo,,150.3759,
55756,11.424852,-36.063062,5.21,K0III,Cen,,84.0336,
55763,11.425862,-37.747575,5.87,M3III,Cen,,136.7989,
55765,11.426771,16.456539,5.58,F2V,Leo,,43.9174,
55779,11.428717,-63.972475,5.18,F7V,Cen,,27.2183,
55791,11.430571,3.86011,6.35,F3IV,Leo,,55.9284,
55797,11.43254,55.850459,5.73,K0III,UMa,,94.0734,
55821,11.440434,33.450608,6.33,F6IV,UMa,,56.8505,
55831,11.443174,-61.115167,5.22,B3IV,Cen,,418.41,
55846,11.445923,3.013102,6.49,K0IV,Leo,,17.7462,
55849,11.446467,-53.159915,5.8,K0III+...,Cen,,187.6173,
55874,11.452644,-12.356749,5.93,F4III-IV,Crt,,70.0771,Kap
55941,11.464919,-1.699946,6.23,K2III:,Leo,,161.0306,
55945,11.465622,2.856265,4.95,G8II-III,Leo,,172.4138,Tau
55953,11.466297,-35.328849,6.44,K4/K5III,Hya,,358.4229,
55979,11.471791,-72.473977,6.09,B3V,Mus,,240.3846,
56000,11.476413,-42.674203,5.14,B9V,Cen,,214.5923,
56034,11.484481,39.336974,5.3,A2V,UMa,,65.2316,
56035,11.484621,61.778368,5.83,F5Vawvar,UMa,,33.3,
56050,11.487539,-63.553937,6.45,B2Ia,Cen,,100000.0,
56078,11.494061,-24.464011,5.77,A0V,Crt,,136.612,
56080,11.494957,15.413269,5.74,K4III,Leo,,134.2282,
56083,11.495446,56.737573,6.29,A4m,UMa,,67.2043,
56127,11.505248,-3.003501,4.77,K4III,Leo,,185.1852,
56135,11.506896,46.657533,6.3,K2IIICN-1,UMa,,261.0966,
56146,11.508065,18.409801,5.54,K0III,Leo,,96.5251,
56148,11.508651,43.173242,5.94,F4V,UMa,,53.4188,
56170,11.514726,47.928918,6.4,G9IV,UMa,,99.2063,
56201,11.520847,-61.278463,6.28,A3Iae,Cen,,100000.0,
56211,11.523407,69.331076,3.82,M0IIIvar,Dra,Giausar,102.145,Lam
56242,11.529153,14.364505,6.27,G0V,Leo,,23.3263,
56243,11.529464,-59.442061,5.07,G0Ia,Cen,,100000.0,Omi-1
56245,11.529877,-20.776472,6.24,F7V,Crt,,38.4911,
56250,11.530223,-59.515648,5.12,A3Ia,Cen,,100000.0,Omi-2
56253,11.530832,81.127257,6.12,A2m,Cam,,59.2066,
56280,11.53789,-29.261022,4.93,F8V,Hya,,26.295,
56287,11.538888,-66.961823,5.89,K1IIICN...,Mus,,93.985,
56290,11.539097,61.08252,5.46,F6V,UMa,,27.9877,
56293,11.539802,-26.746805,6.15,M2III,Hya,,220.2643,
56318,11.546538,-7.827523,5.94,K4III,Crt,,147.4926,
56319,11.546693,-40.436194,5.64,M1III,Cen,,171.2329,
56332,11.54837,-31.087226,5.13,M1/M2III,Hya,,119.1895,
56343,11.550038,-31.857625,3.54,G8III,Hya,,39.7456,Xi
56364,11.554117,-16.280381,6.05,F8/G0Ib/II,Crt,,124.533,
56388,11.560096,2.499034,6.49,K5,Leo,,375.9398,
56391,11.560337,-40.586637,5.39,A2IV/V,Cen,,118.2033,
56410,11.565639,36.815614,6.38,K0III,UMa,,139.2758,
56445,11.572764,3.060165,5.76,F5V,Leo,,27.2257,
56452,11.574878,-32.83134,5.96,K0V,Hya,,9.5593,
56473,11.57847,16.796915,5.95,B4V,Leo,,581.3953,
56480,11.579355,-54.264091,4.62,B9V,Cen,,130.719,
56497,11.582473,-49.13649,5.5,K1III/IV,Cen,,58.8235,
56500,11.583029,-4.361291,6.43,K0,Leo,,174.8252,
56508,11.584377,20.441545,6.45,G9III,Leo,Formosa,122.2494,
56510,11.584695,54.785419,5.63,K0III,UMa,,134.5895,
56518,11.58703,-47.37258,5.64,M3III,Cen,,221.2389,
56550,11.595094,-61.28787,6.23,A0Ib,Cen,,100000.0,
56561,11.596363,-63.019841,3.11,B9II:,Cen,,128.7001,Lam
56573,11.598771,-47.641643,5.26,A7m,Cen,,61.8047,
56583,11.600744,69.322952,5.19,K0III,Dra,,72.8332,
56601,11.604987,27.781351,5.8,F0V,Leo,,71.582,
56606,11.606215,-61.052433,5.84,B2.5IV,Cen,,497.5124,
56620,11.609706,-33.570057,5.71,K0III,Hya,,111.6071,
56632,11.611313,-37.237187,6.3,A1V,Cen,,126.5823,
56633,11.611365,-9.802247,4.7,B9.5Vn,Crt,,85.9845,The
56647,11.615814,-0.823749,4.3,G9III,Leo,,55.6483,Ups
56656,11.616852,-61.283442,5.14,K1III,Cen,,71.6846,
56657,11.617005,-32.988184,6.32,F5V,Hya,,71.1238,
56675,11.621074,-75.896544,5.64,F1III,Cha,,41.511,Pi
56700,11.626114,-47.747309,5.46,K2III,Cen,,108.3424,
56716,11.62842,77.595699,6.49,K5,Dra,,309.5975,
56727,11.630127,-67.620379,5.94,K0III,Mus,,108.4599,
56731,11.631395,50.618211,6.14,K0p...,UMa,,129.0323,
56754,11.635371,-61.826563,5.15,B9IV,Cen,,87.4126,
56756,11.636064,8.883792,6.18,K1III,Vir,,115.3403,
56769,11.638991,-63.372747,6.46,O8var,Cen,,100000.0,
56770,11.639056,43.625429,5.56,F2II-III,UMa,,46.49,
56775,11.640019,-2.435901,6.22,G9III,Vir,,116.6861,
56779,11.641002,8.134298,5.24,M4III,Vir,,152.439,Ome
56784,11.642312,33.625829,6.29,K2III,UMa,,248.139,
56789,11.642645,46.834209,6.09,F5IIIs,UMa,,99.2063,
56802,11.644449,-13.201943,5.48,F7V,Crt,,26.7308,Iot
56809,11.645846,45.108416,6.29,G0V,UMa,,23.2504,
56816,11.64698,64.346965,6.49,A5IV,UMa,,210.9705,
56830,11.650122,-24.721093,6.4,G6/G8V,Crt,,63.0915,
56862,11.658227,-65.397766,5.01,G2III + A,Mus,,153.8462,
56899,11.663982,-16.620229,6.17,M3II/III,Crt,,210.9705,
56901,11.664201,-14.468529,6.21,A0V,Crt,,170.6485,
56922,11.670221,-34.74466,4.7,B9V,Hya,,137.5516,Omi
56944,11.674287,57.970404,6.35,B9p...,UMa,,156.0062,
56961,11.676946,-62.568102,6.32,O9.5Ib,Cen,,100000.0,
56970,11.678468,-53.968607,5.95,M1III,Cen,,349.6503,
56975,11.679742,21.35273,5.26,K1III,Leo,,82.7815,
56986,11.681568,-62.090101,4.93,G3Ib,Cen,,272.4796,
56996,11.683767,-83.099937,6.32,K0III,Cha,,110.4972,
56997,11.684171,34.201635,5.31,G8Vvar,UMa,,9.6117,
57001,11.685674,-29.196274,6.44,G2III/IV,Hya,,43.2526,
57013,11.688836,-43.095667,5.54,A0V,Cen,,65.4879,
57029,11.69286,31.746058,5.73,F4V,UMa,,41.1523,
57045,11.695418,55.172011,6.28,K5,UMa,,267.3797,
57047,11.695541,-32.499404,5.2,K5III,Hya,,123.7624,
57079,11.70098,-20.294167,6.21,G8IV,Crt,,78.2473,
57092,11.704124,-75.227317,6.48,G1V,Mus,,34.4116,
57111,11.707889,66.744906,5.32,K3III,Dra,,184.5018,
57137,11.715169,-79.306389,6.38,K0III/IV,Cha,,54.6747,
57165,11.724219,-37.190155,5.98,K3III,Cen,,260.4167,
57175,11.725332,-62.489396,5.0,F9Ia,Cen,,100000.0,
57211,11.731342,-62.87828,6.1,A2III/IV,Cen,,141.0437,
57214,11.731978,-6.677162,6.05,G8III:,Vir,,123.6094,
57240,11.73699,25.218327,6.02,K5III,Leo,,787.4016,
57283,11.746049,-18.350674,4.71,G8III,Crt,,108.2251,Zet
57322,11.753512,-49.069843,6.26,K1III,Cen,,120.048,
57328,11.754733,8.258119,4.84,A4V,Vir,,37.4111,Xi
57363,11.760141,-66.728763,3.63,A7III,Mus,,38.9864,Lam
57371,11.762216,-45.690134,5.28,B6III,Cen,,211.8644,
57380,11.764322,6.529376,4.04,M0III,Vir,,90.0901,Nu
57399,11.767515,47.779406,3.69,K0III,UMa,Taiyangshou,56.3063,Chi
57439,11.775232,-61.178398,4.11,G0II,Cen,,119.4743,
57443,11.775376,-40.500354,4.89,G3/G5V,Cen,,9.2208,
57477,11.782116,55.62819,5.27,K3III,UMa,,66.0939,
57497,11.78529,-35.906862,6.16,G8III,Cen,,133.6898,
57507,11.787731,-30.28651,6.48,G5V,Hya,,17.4734,
57512,11.788654,-57.696498,5.42,K5III,Cen,,215.5172,
57562,11.798584,8.245895,5.31,A1,Vir,,59.1716,
57565,11.799762,20.218931,4.5,A comp SB,Leo,,71.3267,
57581,11.80403,-66.81491,4.75,K4III,Mus,,131.7523,Mu
57587,11.806524,-10.313105,6.24,F7V,Crt,,43.0478,
57606,11.810753,14.28421,5.9,F0V,Leo,,59.7372,
57613,11.812524,-26.749777,5.1,M4III,Hya,,167.2241,
57629,11.817023,-0.31867,6.15,F7V,Vir,,35.0877,
57632,11.817663,14.57206,2.14,A3Vvar,Leo,Denebola,10.9999,Bet
57646,11.820774,16.242882,6.05,A3m,Leo,,62.9723,
57669,11.828077,-63.788478,4.3,B3V,Cen,,182.4818,
57670,11.828258,34.931758,5.73,F5IV,UMa,,69.4444,
57696,11.832395,-70.22579,4.98,G5Ib,Mus,,290.6977,
57732,11.838779,-15.863667,6.13,G8II/III,Crt,,176.6784,
57741,11.840911,-62.649381,5.68,A3Iab,Cen,,100000.0,
57749,11.843663,-27.277936,6.48,G8III,Hya,,154.5595,
57757,11.844922,1.764718,3.59,F8V,Vir,Zavijava,10.929,Bet
57779,11.848706,12.279037,6.37,A5m,Leo,,51.5996,
57791,11.85062,-5.333332,5.62,K0IV,Vir,,91.4077,
57803,11.852419,-45.17347,4.47,K4III,Cen,,132.8021,
57805,11.852642,33.375013,6.25,Am,UMa,,65.4879,
57819,11.856084,-12.187811,6.34,F1III-IV,Crt,,45.0653,
57841,11.861559,-30.834809,5.85,F8V,Hya,,31.1721,
57851,11.864237,-65.20591,4.89,B4V,Mus,,111.1111,
57870,11.869537,-56.987741,5.56,B4III,Cen,,102.8807,
57936,11.881813,-33.908124,4.29,Ap Si,Hya,,94.9668,Bet
57939,11.88282,37.718679,6.42,G8Vp,UMa,Groombridge 1830,9.0917,
57971,11.890783,-35.066645,6.17,A2V,Hya,,74.129,
58001,11.897168,53.69476,2.41,A0V SB,UMa,Phecda,25.5037,Gam
58002,11.897299,0.552114,6.31,F0V,Vir,,143.2665,
58041,11.903196,-57.410198,6.05,A0/A1III,Cen,,473.9336,
58057,11.907185,-37.748935,6.46,F7V,Cen,,50.6073,
58082,11.911816,-25.713887,5.26,G8III,Hya,,87.7193,
58085,11.912396,-66.376198,6.38,F2IV,Mus,,43.535,
58103,11.916672,-63.27918,5.89,A3Ib,Cen,,100000.0,
58110,11.917537,8.443943,5.58,K0III:,Vir,,52.5762,
58119,11.920574,36.756378,6.47,M3III,UMa,,227.7904,
58158,11.927814,-28.477103,5.93,K4III,Hya,,167.7852,
58159,11.927926,15.646818,5.53,A3V,Leo,,151.7451,
58177,11.931878,-39.689517,6.13,K0III,Cen,,126.1034,
58181,11.932892,56.59856,5.83,K1III,UMa,,94.8767,
58188,11.933599,-17.150829,5.17,A0V,Crt,,77.101,Eta
58242,11.945542,-47.072379,6.26,F3IV-V,Cen,,48.4966,
58259,11.948126,61.549213,6.22,G8III,UMa,,177.305,
58272,11.951042,-33.315461,6.2,B9.5V,Hya,,120.6273,
58326,11.961118,-62.448748,5.59,B3V,Cru,,187.2659,
58369,11.968663,32.273907,6.42,A9V,UMa,,47.0367,
58379,11.970898,-56.31731,5.44,B8III,Cru,,233.6449,
58427,11.979907,-64.33956,5.59,A3Ib,Cru,,100000.0,
58436,11.981771,-25.908857,6.42,A1IV/V,Hya,,322.5806,
58445,11.98426,0.53068,6.18,K2IV,Vir,,213.2196,
58450,11.985936,-10.475896,6.49,K2,Vir,,269.5418,
58452,11.986302,-45.83222,6.36,B8/B9V,Cen,,121.8027,
58453,11.986352,-51.696761,6.04,K1/K2II,Cen,,314.4654,
58460,11.988205,33.167004,5.95,K1III,UMa,,227.2727,
58469,11.990451,-62.830948,6.34,A9Ib-II,Cru,,100000.0,
58484,11.993796,-78.221839,4.88,B9Vn,Cha,,110.8647,Eps
58510,11.999142,3.655197,5.36,A1V,Vir,,93.633,
58512,11.999273,34.034748,6.49,A9III,UMa,,119.6172,
58545,12.005224,80.853186,6.21,M2III,Cam,,280.112,
58574,12.011729,-21.837501,6.28,K2III,Crv,,176.0563,
58576,12.012347,-10.446014,5.54,K0IV,Vir,,12.7632,
58587,12.014211,-19.658982,5.28,B2IV,Crv,,970.8738,
58590,12.014553,6.614322,4.65,A5V,Vir,,117.7856,Pi
58603,12.017149,-1.768166,6.32,G8III:,Vir,,157.9779,
58642,12.024784,-57.503777,6.16,A1V,Cru,,102.3541,
58654,12.027635,36.042086,5.59,K0III,UMa,,102.7749,
58684,12.035239,43.0456,5.22,A7m,UMa,,34.27,
58697,12.039068,-85.631757,6.05,K3III,Oct,,113.7656,
58706,12.041264,-71.488981,6.41,K1III,Mus,,132.8021,
58720,12.043815,-69.192288,5.89,B9V,Mus,,105.7082,
58741,12.047684,-7.683623,6.24,K5,Vir,,223.7136,
58758,12.050447,-63.31293,4.32,Am,Cru,,72.0461,The-1
58803,12.060973,-42.434056,5.15,F6V,Cen,,25.3229,
58809,12.062345,5.55775,6.39,F5,Vir,,70.1262,
58810,12.062369,-74.214096,6.44,G6III,Mus,,346.0208,
58858,12.071277,21.459153,5.89,F0IV-V,Com,,101.0101,
58859,12.07131,-51.472518,6.48,B9V,Cen,,117.6471,
58867,12.072008,-63.165711,4.72,B2IV,Cru,,261.7801,The-2
58874,12.074583,85.587132,6.27,F6V,Cam,,72.7273,
58884,12.077479,-68.328912,5.34,A0V,Mus,,106.4963,
58901,12.079242,-59.253287,6.3,B9Vn,Cru,,106.2699,
58905,12.079616,-76.519061,5.04,K4III,Cha,,146.1988,Kap
58921,12.082564,-60.968252,5.95,M2III,Cru,,209.6436,
58948,12.086817,8.732985,4.12,G8III,Vir,,50.0501,Omi
58952,12.087451,76.905734,5.78,G9III,Cam,Tonatiuh,97.0874,
58989,12.094371,62.93312,6.14,K2III,UMa,,117.9245,
59003,12.098229,-65.546879,6.3,B8Ia-Iab,Mus,,100000.0,
59008,12.099075,-35.693926,6.23,B7V,Hya,,232.5581,
59010,12.099948,-3.131591,6.37,G8III:,Vir,,178.2531,
59021,12.101446,-32.961231,6.49,G0V,Hya,,51.6529,
59046,12.105536,-68.651405,6.23,G3Ib,Mus,,100000.0,
59050,12.106404,-65.709453,5.95,G8/K0III,Mus,,125.9446,
59072,12.114687,-64.61373,4.14,F2III,Cru,,19.755,Eta
59151,12.130565,-75.367019,5.17,K2II/III,Mus,,130.2083,
59173,12.134788,-50.661278,4.46,B2IIIne,Cen,,134.4086,
59184,12.137422,-48.692487,5.34,A1V,Cen,,183.8235,
59196,12.13931,-50.722425,2.58,B2IVne,Cen,,127.2265,Del
59200,12.140204,-60.847128,6.22,K3/K4II,Cru,,862.069,
59199,12.140225,-24.728875,4.02,F0IV/V,Crv,Alchiba,14.9365,Alp
59229,12.148281,-44.325989,5.75,A3III,Cen,,104.1667,
59232,12.148497,-41.231605,5.51,B3IV,Cen,,487.8049,
59285,12.161475,1.897889,5.95,K3III,Vir,,73.046,
59291,12.163078,74.661368,6.34,F6IV,Dra,,74.0192,
59307,12.167376,-34.704742,6.16,A0V,Hya,,98.8142,
59309,12.167616,5.807008,5.72,Am,Vir,,44.0529,
59316,12.168746,-22.619766,3.02,K2III,Crv,,97.4659,Eps
59352,12.175453,16.809271,6.4,A4V,Com,,224.2152,
59353,12.176058,-37.870349,6.07,A5V,Cen,,72.3589,
59364,12.179471,27.281505,6.01,A4Vn,Com,,89.0472,
59384,12.183354,81.709832,6.0,K5III:,Cam,,336.7003,
59389,12.183672,-68.260966,6.48,K0/K1III,Mus,,268.8172,
59394,12.184401,-23.602423,5.45,A1V,Crv,,58.8235,
59396,12.184772,-61.277425,6.08,F0III,Cru,,95.3289,
59439,12.192098,-51.359333,6.23,G6III+...,Cen,,52.5762,
59449,12.194202,-52.36846,3.97,B3V,Cen,,116.144,Rho
59458,12.195806,57.054408,6.34,K5III,UMa,,271.7391,
59468,12.19755,25.87028,5.66,K4III,Com,,271.7391,
59489,12.200281,28.536313,6.47,F5V,Com,,71.2251,
59501,12.202581,20.542064,5.6,K0II-III,Com,,130.3781,
59504,12.203311,77.616241,5.14,A5m,Cam,,33.3778,
59517,12.206106,-62.950773,5.91,B9Ia,Cru,,100000.0,
59551,12.213063,-70.151787,6.05,F6Ib,Mus,,502.5126,
59588,12.220263,-34.125272,6.34,M4/M5Ib/II:,Hya,,358.4229,
59607,12.223623,-38.929188,5.77,B4III,Cen,,436.6812,
59608,12.223872,10.262341,5.85,A2m,Vir,,50.1756,
59622,12.22689,-33.792919,6.34,A0V,Hya,,128.3697,
59647,12.232354,-78.573934,6.34,K2/K3IIICN.,Cha,,111.9821,
59654,12.234085,-45.723919,5.31,K3III,Cen,,175.1313,
59678,12.238036,-64.408519,6.2,B1.5Ia,Cru,,100000.0,
59708,12.245394,53.434626,6.18,K0III:,UMa,,147.2754,
59728,12.249884,-20.84422,5.82,K0IIICN...,Crv,,82.85,
59742,12.251778,-29.237256,6.5,K0III,Hya,,156.9859,
59746,12.252366,70.200008,5.72,K2III,Dra,,142.8571,
59747,12.252427,-58.748928,2.79,B2IV,Cru,Imai,105.8201,Del
59750,12.252933,-10.3124,6.11,F5V,Vir,,22.3514,
59767,12.255737,87.700115,6.27,F2V,UMi,,46.9484,
59774,12.257086,57.032617,3.32,A3Vvar,UMa,Megrez,24.6853,Del
59785,12.258477,-41.913278,6.24,K0III,Cen,,123.1527,
59796,12.261529,72.551196,6.29,K0III +K0III,Dra,,147.4926,
59803,12.263437,-17.541929,2.58,B8III,Crv,Gienah,47.1032,Gam
59819,12.266719,14.899071,5.09,A3V,Com,,60.9013,
59831,12.268763,40.66018,5.69,M1III,CVn,,236.4066,
59847,12.272372,23.945409,4.93,K0III,Com,,76.4526,
59851,12.273293,-72.614499,6.21,A0V,Mus,,116.5501,
59856,12.27504,33.061527,4.99,K1III,Com,,96.9932,
59879,12.280409,86.435819,6.33,F4V,UMi,,39.5257,
59895,12.284259,-16.693736,6.05,A2V,Crv,,134.9528,
59898,12.285095,-65.692958,6.06,A0V,Mus,,95.9693,
59920,12.291551,53.191331,5.8,K6III,UMa,,105.7082,
59923,12.291827,28.937189,5.71,A4m,Com,,54.9451,
59929,12.292917,-67.960736,4.06,M5III,Mus,,92.4214,Eps
59941,12.295628,15.1447,6.36,K4III,Com,,175.4386,
59950,12.296464,-36.093979,6.15,A0V,Cen,,150.1502,
60000,12.305812,-79.31224,4.24,B5Vn,Cha,,91.4913,Bet
60009,12.307298,-64.003071,4.06,B2.5V,Cru,,109.6491,Zet
60018,12.308781,30.249047,6.23,A9.5III,Com,,59.3824,
60030,12.311199,-0.787184,5.9,A5Vn,Vir,,114.5475,
60044,12.313901,75.160561,5.47,A1V,Dra,,97.8474,
60059,12.316608,-55.143002,5.01,M1III,Cen,,151.5152,
60066,12.317229,26.008349,6.44,Am,Com,,85.6898,
60087,12.321998,23.034673,6.26,A8m,Com,,85.6898,
60098,12.324873,28.156916,6.38,F8Vs,Com,,54.4662,
60122,12.330199,48.984148,5.28,M0III,CVn,,180.8318,
60129,12.331766,-0.666803,3.89,A2IV,Vir,Zaniah,81.367,Eta
60157,12.336326,-22.1757,5.94,K0III+...,Crv,,118.3432,
60168,12.338267,26.001875,6.16,F0IV,Com,,64.4745,
60170,12.3388,26.619482,5.52,K2III-IV,Com,,49.3583,
60172,12.339161,3.312574,4.97,K1III,Vir,,94.4287,
60183,12.341183,-65.842656,6.2,B9V,Mus,,93.8967,
60189,12.34268,-22.215901,5.2,B8V,Crv,,127.3885,Zet
60197,12.344827,27.054545,6.32,F3V + F3V,Com,,91.8274,
60202,12.345286,17.792868,4.72,G8III,Com,,88.8889,
60210,12.346866,15.540988,6.47,K0,Com,,120.6273,
60212,12.347461,57.864118,5.54,K5III,UMa,,194.9318,
60221,12.348809,-13.565724,5.14,K0III,Crv,,61.6903,
60260,12.356031,-60.401147,3.59,K3/K4III,Cru,Ginan,70.4722,Eps
60305,12.365629,47.182202,6.33,K2III,CVn,,97.561,
60308,12.365953,-56.374385,5.91,K4III + (F),Cru,,694.4444,
60320,12.368713,-67.522105,5.15,Am,Mus,,101.1122,Zet-2
60327,12.369675,24.773866,6.21,A0V,Com,,103.4126,
60329,12.370009,-68.307316,5.73,K0III,Mus,,100.2004,Zet-1
60351,12.375087,25.84616,4.78,F8:p...,Com,,90.3342,
60353,12.375566,5.305444,6.46,F8V,Vir,,29.9222,
60379,12.380403,-57.676132,5.38,B9V,Cru,,110.8647,
60417,12.387389,-67.631546,6.36,K0IV-V,Mus,,49.8008,
60418,12.387602,-4.974503,6.47,K0,Vir,,121.6545,
60421,12.388574,-11.812117,6.48,M3III,Crv,,283.2861,
60425,12.38933,-24.840669,5.66,K1III,Crv,,101.5228,
60449,12.393174,-35.412677,5.32,B8/B9V,Cen,,136.2398,
60454,12.393541,-39.30236,6.39,F2V,Cen,,114.0251,
60463,12.395765,-38.911381,5.79,B8/B9V,Cen,,102.7749,
60467,12.396397,42.542743,6.03,F3IV,CVn,,95.1475,
60468,12.396619,-30.335415,6.39,K5III,Hya,,229.3578,
60485,12.400414,51.562257,4.76,G7III,CVn,,118.4834,
60514,12.405146,26.098606,5.17,A3V,Com,,81.103,
60525,12.407446,25.582404,6.41,F0V,Com,,90.2527,
60549,12.412425,-41.384289,6.24,K2/K3III,Cen,,190.1141,
60584,12.41756,56.777828,5.82,M3III,UMa,,263.1579,
60589,12.418437,63.802781,6.31,G8III,Dra,,176.6784,
60591,12.419041,-42.514312,6.1,G4IV,Cen,,53.9665,
60595,12.419935,-11.61059,5.95,A1V,Vir,,70.5219,
60599,12.420863,23.926202,6.03,K0III,Com,,145.9854,
60601,12.421551,-65.769853,6.29,G8/K0IV,Mus,,48.4731,
60603,12.421781,-27.749002,6.09,K3III,Hya,,172.117,
60610,12.422706,-35.186417,5.71,B9IV/V,Cen,,134.5895,
60638,12.427299,-86.150613,6.32,K0III,Oct,,224.2152,
60646,12.43082,39.018616,5.01,G8III-IV,CVn,,80.1925,
60697,12.440018,27.268237,4.92,F0p,Com,,84.6024,
60699,12.440107,71.929827,6.33,G8III:,Dra,,123.3046,
60710,12.442158,-51.450635,4.82,B3Vn,Cen,,137.3626,
60718,12.443311,-63.099092,0.77,B0.5IV,Cru,Acrux,98.7167,Alp-1
60729,12.44676,-48.913191,6.25,G5IV-V,Cen,,26.6099,
60735,12.447692,-32.830121,5.56,B9V,Hya,,155.521,
60742,12.448966,28.268423,4.35,K2IIICN+...,Com,,51.2821,Gam
60746,12.449805,26.825699,4.98,A4V,Com,,85.1789,
60771,12.456899,-63.788986,6.02,B8IV,Cru,,203.252,
60780,12.45801,-58.316445,6.35,K4III,Cru,,264.5503,
60781,12.458019,-58.991756,5.38,M4/M5III,Cru,,135.8696,
60795,12.459754,55.712724,5.68,M2III,UMa,,127.8772,
60804,12.461689,8.610344,6.36,G8III,Vir,,156.4945,
60809,12.463735,-16.631844,6.3,G5II,Crv,,254.4529,
60813,12.464319,-4.615277,6.23,F2III,Vir,,73.9098,
60823,12.467331,-50.230635,3.91,B3V,Cen,,126.2626,Sig
60851,12.472025,-64.340989,6.05,A0Vn,Cru,,97.9432,
60855,12.472908,-39.041172,5.45,B8/B9V,Cen,,133.8688,
60861,12.473805,-61.794842,6.21,K2III,Cru,,162.8664,
60870,12.476029,-56.407816,6.15,K0/K1III,Cru,,42.3729,
60904,12.481863,25.912852,5.29,A0p,Com,,72.8863,
60941,12.490845,24.108925,5.47,F5III,Com,,61.6143,
60957,12.495344,20.896109,5.68,A3V,Com,,84.0336,
60965,12.497739,-16.515432,2.94,B9.5V,Crv,Algorab,26.6312,Del
60969,12.498388,-56.52494,5.78,M1III,Cru,,156.0062,
60978,12.499267,58.405742,5.37,A5e...,UMa,,83.7521,
60979,12.499413,-41.735901,6.0,M2II/III,Cen,,226.2443,
60988,12.500815,51.535631,6.21,F7V,CVn,,44.7628,
60992,12.501178,58.767773,6.07,G8III-IV,UMa,,119.7605,
60994,12.501327,-13.393184,6.37,G1/G2V,Crv,,24.6488,
60998,12.501868,69.201123,5.01,M3IIIa,Dra,,190.4762,
61015,12.504846,-23.696419,5.63,M0III,Crv,,301.2048,
61053,12.513925,53.076608,6.2,F9V,UMa,,21.777,
61071,12.516823,24.567168,5.47,A2pvar,Com,,82.713,
61084,12.519429,-57.113212,1.59,M4III,Cru,Gacrux,27.1518,Gam
61103,12.522616,7.604309,6.05,K5,Vir,,246.3054,
61134,12.527423,-5.052592,6.19,G9III:,Vir,,124.0695,
61136,12.527871,-59.423922,5.49,F5III,Cru,,429.1845,
61158,12.53226,-63.505838,5.96,A8III,Cru,,75.1315,
61172,12.534553,-32.533761,6.46,A3V,Hya,,186.2197,
61174,12.53451,-16.196007,4.3,F2V,Crv,,18.2815,Eta
61181,12.536089,-73.001056,5.88,K1III,Mus,,106.6098,
61199,12.541134,-72.132988,3.84,B5V,Mus,,99.6016,Gam
61208,12.542448,-21.212116,6.41,K0III,Crv,,115.2074,
61212,12.543334,-13.859105,5.74,F3IV/V,Crv,,38.1679,
61246,12.5508,10.295671,6.29,G8III,Vir,,144.9275,
61270,12.556181,-19.792549,6.26,F0IV/V,Crv,,130.8901,
61281,12.558058,69.788238,3.85,B6IIIp,Dra,,150.3759,Kap
61295,12.559506,24.282984,6.28,A4V,Com,,89.0472,
61296,12.559516,-12.830203,5.58,G8III/IV,Crv,,49.3583,
61309,12.56081,33.247584,5.42,K0IIICN...,CVn,,89.3655,
61317,12.562411,41.35748,4.24,G0V,CVn,Chara,8.4395,Bet
61318,12.562986,-9.452077,5.48,A0V,Vir,,79.2393,
61320,12.56317,33.384668,6.24,K0III,CVn,,127.2265,
61328,12.566433,-49.90981,6.38,F5IV-V,Cen,,65.1466,
61359,12.573121,-23.396759,2.65,G5II,Crv,Kraz,44.6628,Bet
61379,12.578448,-44.673018,5.76,G4IV,Cen,,28.3206,
